index	origin	start	end
1	Chr1	10000	122026459
CEN1	Chr1	122026460	125184587
2	Chr1	125184588	248946421
3	Chr2	10000	92188145
CEN2	Chr2	92188146	94090557
4	Chr2	94090558	242031099
5	Chr2	242031100	242183528
6	Chr3	10000	28209723
7	Chr3	28209724	28358973
8	Chr3	28358974	90772458
CEN3	Chr3	90772459	93655574
9	Chr3	93655575	198119634
10	Chr3	198119635	198195140
11	Chr3	198195141	198235558
12	Chr4	10000	49708100
CEN4	Chr4	49708101	51743951
13	Chr4	51743952	162690811
14	Chr4	162690812	162859410
15	Chr4	162859411	190059445
16	Chr4	190059446	190204554
17	Chr5	10000	46485900
CEN5	Chr5	46485901	50059807
18	Chr5	50059808	61065165
19	Chr5	61065166	61243428
20	Chr5	61243429	161446249
21	Chr5	161446250	161591094
22	Chr5	161591095	181478258
23	Chr6	60000	175260
24	Chr6	175261	17689979
25	Chr6	17689980	17798324
26	Chr6	17798325	58553888
CEN6	Chr6	58553889	59829934
27	Chr6	59829935	114392721
28	Chr6	114392722	114584898
29	Chr6	114584899	170745978
30	Chr7	10000	58169653
CEN7	Chr7	58169654	60828234
31	Chr7	60828235	159335972
32	Chr8	60000	44033744
CEN8	Chr8	44033745	45877265
33	Chr8	45877266	145078635
34	Chr9	10000	43236167
CEN9	Chr9	43236168	45518558
35	Chr9	45518559	138334716
36	Chr10	10000	7202460
37	Chr10	7202461	7384564
38	Chr10	7384565	39686682
CEN10	Chr10	39686683	41593521
39	Chr10	41593522	90491450
40	Chr10	90491451	90656816
41	Chr10	90656817	133787421
42	Chr11	60000	51078348
CEN11	Chr11	51078349	54425074
43	Chr11	54425075	92758569
44	Chr11	92758570	92867879
45	Chr11	92867880	135076621
46	Chr12	10000	34769407
CEN12	Chr12	34769408	37185252
47	Chr12	37185253	90850942
48	Chr12	90850943	91004350
49	Chr12	91004351	93596304
50	Chr12	93596305	93773838
51	Chr12	93773839	110166510
52	Chr12	110166511	110305767
53	Chr12	110305768	133265308
54	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
55	Chr13	18051249	55194798
56	Chr13	55194799	55371280
57	Chr13	55371281	114354327
58	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
59	Chr14	18173524	106883717
60	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
61	Chr15	19725255	101981188
62	Chr16	10000	36311158
CEN16	Chr16	36311159	38280682
63	Chr16	38280683	90228344
64	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
65	Chr17	26885981	83247440
66	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
67	Chr18	20861207	80263284
68	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
69	Chr19	27190875	58607615
70	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
71	Chr20	30038349	64334166
72	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
73	Chr21	12915809	46699982
74	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
75	Chr22	15054319	25924766
76	Chr22	25924767	26110516
77	Chr22	26110517	50808467
78	ChrX	10000	5193042
79	ChrX	5193043	5320829
80	ChrX	5320830	58605579
CENX	ChrX	58605580	62412542
81	ChrX	62412543	87723209
82	ChrX	87723210	87918567
83	ChrX	87918568	135347904
84	ChrX	135347905	135452196
85	ChrX	135452197	155856841
86	ChrX	155856842	156030894
---
chromosome	KT	telo1_len	telo2_len
Chr1a	deleted	0	0
Chr2a	deleted	0	0
Chr3a	6+,7-,7+,8+,CEN3+,9+,10+,11+,11-,10-,10+,11+,11-	10000	60000
Chr4a	12+,CEN4+,13+,14-,15+,16+,16+	10000	10000
Chr5a	17+,CEN5+,18+,21+,20+,21+,19+,18+,19+,20+,21+,22+	10000	60000
Chr6a	23+,23+,24+,28+,26+,CEN6+,27+,25+,29+	60000	60000
Chr7a	30+,CEN7+,31+	10000	10000
Chr8a	32+,32+,CEN8+,33+,33+,33+,33+	60000	60000
Chr9a	deleted	0	0
Chr10a	36+,40+,38+,CEN10+,39+,37+,41+	10000	10000
Chr11a	42+,CEN11+,43+,44+,45+	60000	10000
Chr11b	deleted	0	0
Chr12a	46+,CEN12+,47+,44+,49+,50+,51+,52+,53+,47+,48+,49+,50+,52+,52+,53+	10000	10000
Chr13a	54+,CEN13+,55+,57+,55+,57+	16000000	10000
Chr14a	58+,CEN14+,59+	16000000	160000
Chr15a	60+,CEN15+,61+,61+	17000000	10000
Chr16a	62+,CEN16+,63+	10000	110000
Chr17a	64+,CEN17+,65+	60000	10000
Chr18a	66+,CEN18+,67+	10000	110000
Chr19a	68+,CEN19+,69+	60000	10000
Chr20a	70+,CEN20+,71+	60000	110000
Chr21a	72+,CEN21+,73+	5010000	10000
Chr22a	74+,CEN22+,75+,76+,76+,77+	10510000	10000
ChrXa	78+,79+,80+,CENX+,81+,82+,82+,83+,84+,85+,86+	10000	10000
ChrXb	78+,79+,79+,80+,CENX+,81+,82+,83+,84+,84+,85+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrX', 'ChrX']
block 1: demo_random1
	chromosomal deletion on segments [1+,CEN1+,2+], from Chr1a to Chr1a
	left duplication inversion on segments [7+], from Chr3a to Chr3a
	arm tandem duplication on segments [47+,48+,49+,50+,51+,52+,53+], from Chr12a to Chr12a
	tandem duplication on segments [16+], from Chr4a to Chr4a
	tandem duplication on segments [5+], from Chr2a to Chr2a
	reciprocal translocation on segments [37+], from Chr10a to Chr10a
	reciprocal translocation on segments [40+], from Chr10a to Chr10a
	tandem duplication on segments [84+], from ChrXb to ChrXb
	right duplication inversion on segments [10+,11+], from Chr3a to Chr3a
	tandem duplication on segments [82+], from ChrXa to ChrXa
	chromosomal duplication on segments [42+,CEN11+,43+,44+,45+], from Chr11a to Chr11b
	reciprocal translocation on segments [52+], from Chr12a to Chr12a
	reciprocal translocation on segments [50+], from Chr12a to Chr12a
	chromosomal deletion on segments [3+,CEN2+,4+,5+,5+], from Chr2a to Chr2a
	tandem duplication on segments [23+], from Chr6a to Chr6a
	reciprocal translocation on segments [48+], from Chr12a to Chr11b
	reciprocal translocation on segments [44+], from Chr11b to Chr12a
	arm tandem duplication on segments [33+], from Chr8a to Chr8a
	arm tandem duplication on segments [32+], from Chr8a to Chr8a
	arm tandem duplication on segments [18+,19+,20+,21+,22+], from Chr5a to Chr5a
	deletion on segments [56+], from Chr13a to Chr13a
	deletion on segments [86+], from ChrXb to ChrXb
	chromosomal deletion on segments [42+,CEN11+,43+,48+,45+], from Chr11b to Chr11b
	right duplication inversion on segments [11+,11+,10+], from Chr3a to Chr3a
	arm tandem duplication on segments [33+,33+], from Chr8a to Chr8a
	reciprocal translocation on segments [25+], from Chr6a to Chr6a
	reciprocal translocation on segments [28+], from Chr6a to Chr6a
	tandem duplication on segments [79+], from ChrXb to ChrXb
	inversion on segments [14+], from Chr4a to Chr4a
	tandem duplication on segments [76+], from Chr22a to Chr22a
	reciprocal translocation on segments [21+], from Chr5a to Chr5a
	reciprocal translocation on segments [19+], from Chr5a to Chr5a
	chromosomal deletion on segments [34+,CEN9+,35+], from Chr9a to Chr9a
	arm tandem duplication on segments [61+], from Chr15a to Chr15a
	arm tandem duplication on segments [55+,57+], from Chr13a to Chr13a
