index	origin	start	end
1	Chr1	10000	122026459
CEN1	Chr1	122026460	125184587
2	Chr1	125184588	182514989
3	Chr1	182514990	182699911
4	Chr1	182699912	218529046
5	Chr1	218529047	218637741
6	Chr1	218637742	248946421
7	Chr2	10000	170018
8	Chr2	170019	92188145
CEN2	Chr2	92188146	94090557
9	Chr2	94090558	116148684
10	Chr2	116148685	116324778
11	Chr2	116324779	129412877
12	Chr2	129412878	129558406
13	Chr2	129558407	129988667
14	Chr2	129988668	130141882
15	Chr2	130141883	241998168
16	Chr2	241998169	242183528
17	Chr3	10000	11867230
18	Chr3	11867231	12040683
19	Chr3	12040684	90772458
CEN3	Chr3	90772459	93655574
20	Chr3	93655575	139319478
21	Chr3	139319479	139479451
22	Chr3	139479452	198235558
23	Chr4	10000	49708100
CEN4	Chr4	49708101	51743951
24	Chr4	51743952	190204554
25	Chr5	10000	13614518
26	Chr5	13614519	13720179
27	Chr5	13720180	46485900
CEN5	Chr5	46485901	50059807
28	Chr5	50059808	181478258
29	Chr6	60000	58553888
CEN6	Chr6	58553889	59829934
30	Chr6	59829935	146968696
31	Chr6	146968697	147141819
32	Chr6	147141820	170745978
33	Chr7	10000	58169653
CEN7	Chr7	58169654	60828234
34	Chr7	60828235	159335972
35	Chr8	60000	172651
36	Chr8	172652	44033744
CEN8	Chr8	44033745	45877265
37	Chr8	45877266	145078635
38	Chr9	10000	148419
39	Chr9	148420	43236167
CEN9	Chr9	43236168	45518558
40	Chr9	45518559	138334716
41	Chr10	10000	39686682
CEN10	Chr10	39686683	41593521
42	Chr10	41593522	49550149
43	Chr10	49550150	49657114
44	Chr10	49657115	133787421
45	Chr11	60000	51078348
CEN11	Chr11	51078349	54425074
46	Chr11	54425075	135076621
47	Chr12	10000	34743
48	Chr12	34744	147244
49	Chr12	147245	34769407
CEN12	Chr12	34769408	37185252
50	Chr12	37185253	133265308
51	Chr13	16000000	16000000
CEN13	Chr13	16000001	18051248
52	Chr13	18051249	114354327
53	Chr14	16000000	16000000
CEN14	Chr14	16000001	18173523
54	Chr14	18173524	106883717
55	Chr15	17000000	17000000
CEN15	Chr15	17000001	19725254
56	Chr15	19725255	95818616
57	Chr15	95818617	96004662
58	Chr15	96004663	101981188
59	Chr16	10000	14713342
60	Chr16	14713343	14851535
61	Chr16	14851536	36311158
CEN16	Chr16	36311159	38280682
62	Chr16	38280683	90089768
63	Chr16	90089769	90228344
64	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
65	Chr17	26885981	83247440
66	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
67	Chr18	20861207	80263284
68	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
69	Chr19	27190875	58607615
70	Chr20	60000	23202110
71	Chr20	23202111	23376144
72	Chr20	23376145	26436232
CEN20	Chr20	26436233	30038348
73	Chr20	30038349	64334166
74	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
75	Chr21	12915809	46699982
76	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
77	Chr22	15054319	50612983
78	Chr22	50612984	50808467
79	ChrX	10000	17556501
80	ChrX	17556502	17742142
81	ChrX	17742143	32996996
82	ChrX	32996997	33193712
83	ChrX	33193713	58605579
CENX	ChrX	58605580	62412542
84	ChrX	62412543	156030894
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,CEN1+,2+,71+,4+,43+,6+	10000	10000
Chr2a	7+,8+,CEN2+,9+,10-,10+,11+,14+,13+,14+,12+	10000	10000
Chr2b	7+,7-,8+,CEN2+,9+,10-,10+,11+,12+,13+,14+,15+,16-	10000	10000
Chr3a	17+,60+,19+,17+,60+,19+,CEN3+,20+,21-,21+,22+	10000	60000
Chr4a	deleted	0	0
Chr5a	deleted	0	0
Chr6a	deleted	0	0
Chr7a	33+,CEN7+,34+	10000	10000
Chr8a	36+,CEN8+,37+	60000	60000
Chr9a	38+,38+,39+,CEN9+,40+	10000	60000
Chr10a	41+,CEN10+,42+,5+,44+	10000	10000
Chr11a	deleted	0	0
Chr12a	48-,47-,47+,48+,49+,CEN12+,50+	10000	10000
Chr12b	48-,47-,47+,47-,47+,48+,48+,49+,CEN12+,50+	10000	10000
Chr13a	deleted	0	0
Chr14a	53+,CEN14+,54+	16000000	160000
Chr15a	55+,CEN15+,56+,26+,58+	17000000	10000
Chr16a	deleted	0	0
Chr16b	59+,18+,61+,CEN16+,62+,63-	10000	110000
Chr17a	64+,CEN17+,65+	60000	10000
Chr18a	66+,CEN18+,67+,67+	10000	110000
Chr19a	68+,CEN19+,69+	60000	10000
Chr20a	70+,3+,72+,70+,3+,72+,CEN20+,73+	60000	110000
Chr21a	74+,CEN21+,75+	5010000	10000
Chr22a	76+,CEN22+,77+,78-	10510000	10000
ChrXa	79+,80+,81+,82+,83+,CENX+,84+	10000	10000
ChrXb	deleted	0	0
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrX', 'ChrX']
block 1: demo_random1
	inversion on segments [78+], from Chr22a to Chr22a
	chromosomal duplication on segments [59+,60+,61+,CEN16+,62+,63+], from Chr16a to Chr16b
	left duplication inversion on segments [47+,48+], from Chr12a to Chr12a
	reciprocal translocation on segments [3+], from Chr1a to Chr20a
	reciprocal translocation on segments [71+], from Chr20a to Chr1a
	reciprocal translocation on segments [26+], from Chr5a to Chr15a
	reciprocal translocation on segments [57+], from Chr15a to Chr5a
	reciprocal translocation on segments [80+], from ChrXb to ChrXb
	reciprocal translocation on segments [82+], from ChrXb to ChrXb
	left duplication inversion on segments [10+], from Chr2a to Chr2a
	chromosomal deletion on segments [59+,60+,61+,CEN16+,62+,63+], from Chr16a to Chr16a
	inversion on segments [63+], from Chr16b to Chr16b
	chromosomal deletion on segments [45+,CEN11+,46+], from Chr11a to Chr11a
	reciprocal translocation on segments [43+], from Chr10a to Chr1a
	reciprocal translocation on segments [5+], from Chr1a to Chr10a
	chromosomal duplication on segments [7+,8+,CEN2+,9+,10+,10+,11+,12+,13+,14+,15+,16+], from Chr2a to Chr2b
	reciprocal translocation on segments [12+], from Chr2a to Chr2a
	reciprocal translocation on segments [14+], from Chr2a to Chr2a
	chromosomal deletion on segments [23+,CEN4+,24+], from Chr4a to Chr4a
	chromosomal deletion on segments [51+,CEN13+,52+], from Chr13a to Chr13a
	deletion on segments [35+], from Chr8a to Chr8a
	chromosomal deletion on segments [25+,57+,27+,CEN5+,28+], from Chr5a to Chr5a
	tandem duplication on segments [31+], from Chr6a to Chr6a
	chromosomal duplication on segments [48+,47+,47+,48+,49+,CEN12+,50+], from Chr12a to Chr12b
	reciprocal translocation on segments [60+], from Chr16b to Chr3a
	reciprocal translocation on segments [18+], from Chr3a to Chr16b
	chromosomal deletion on segments [29+,CEN6+,30+,31+,31+,32+], from Chr6a to Chr6a
	left duplication inversion on segments [21+], from Chr3a to Chr3a
	tandem duplication on segments [38+], from Chr9a to Chr9a
	right duplication inversion on segments [7+], from Chr2b to Chr2b
	arm tandem duplication on segments [70+,3+,72+], from Chr20a to Chr20a
	inversion on segments [16+], from Chr2b to Chr2b
	chromosomal deletion on segments [79+,82+,81+,82+,80+,CENX+,84+], from ChrXb to ChrXb
	arm tandem duplication on segments [67+], from Chr18a to Chr18a
	arm tandem duplication on segments [17+,60+,19+], from Chr3a to Chr3a
	right duplication inversion on segments [48+,47+,47+], from Chr12b to Chr12b
